"Entidade";"Número/Ano Obra";"Número/Ano Intervenção";"Nome Empresa";"CPF/CNPJ";"Valor Total";"Descrição";"Data de Cadastro";"Data de Início";"Previsão Conclusão";"Percentual Conclusão (%)";"Situação"
"MUNICÍPIO DE CASCAVEL";"14 / 2021";"14 / 2021";"PRIMORDIAL EMPREENDIMENTOS EIRELI; PRIMORDIAL EMPREENDIMENTOS EIRELI; PRIMORDIAL EMPREENDIMENTOS EIRELI";"10.851.571/0001-93; 10.851.571/0001-93; 10.851.571/0001-93";"4603139.5100";"CP 21-2020 - CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL ERNA MARGARIDA MAIA";"31/05/2021";"31/05/2021";"23/08/2022";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"1 / 2021";"1 / 2021";"CONSTRUTORA IRMÃOS GODOY LTDA; CONSTRUTORA IRMÃOS GODOY LTDA";"14.969.322/0001-58; 14.969.322/0001-58";"2534680.8852";"CP 14-2020 - UNIDADE DE SAÚDE DA FAMÍLIA UNIVERSITÁRIO";"19/01/2021";"19/01/2021";"14/11/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"13 / 2021";"13 / 2021";"CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA";"10.684.046/0001-20; 10.684.046/0001-20";"1900847.9300";"TP 11-2020 - CONSTRUÇÃO DA UNIDADE DE SAÚDE DA FAMÍLIA CLAUDETE";"19/05/2021";"19/05/2021";"12/02/2022";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"18 / 2021";"18 / 2021";"XERRI E NOAL LTDA; XERRI E NOAL LTDA";"05.575.814/0001-78; 05.575.814/0001-78";"2867263.5767";"TP 8-2021 - REFORMA E AMPLIAÇÃO DO CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL CASTELINHO";"22/09/2021";"22/09/2021";"16/09/2022";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"19 / 2021";"19 / 2021";"XERRI E NOAL LTDA; XERRI E NOAL LTDA";"05.575.814/0001-78; 05.575.814/0001-78";"6860829.4301";"CP 7-2021 - CONSTRUÇÃO DA ESCOLA MUNICIPAL PROF.ª KELLY CHRISTINA T. MIRANDA";"19/10/2021";"19/10/2021";"13/10/2022";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"21 / 2021";"21 / 2021";"CONSTRUTORA VALE OESTE LTDA";"09.346.676/0001-06";"3702309.1017";"CP 3-2021 CMEI MARIA SELESTINA GARBOÇA MECABÔ (CMEI MARIA LUIZA)";"22/11/2021";"22/11/2021";"17/09/2022";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"23 / 2021";"23 / 2021";"PRADO & PRADO LTDA";"23.153.183/0001-80";"335946.5200";"CP 8-2021 PAVIMENTAÇÃO DE VIAS RURAIS - ESTRADA VICINAL RIO DA PAZ";"14/12/2021";"14/12/2021";"12/01/2022";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"24 / 2021";"24 / 2021";"ECEC - EMPRESA CASCAVELENSE DE ENGENHARIA E CONSTRUÇÕES LTDA";"07.395.174/0001-40";"202853.8300";"CP 10-2021 PAVIMENTAÇÃO DE VIAS RURAIS - ESTRADA VICINAL RIO DA PAZ";"14/12/2021";"14/12/2021";"12/01/2022";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"26 / 2021";"26 / 2021";"IMPONENCE CONSTRUTORA E INCORPORADORA LTDA; IMPONENCE CONSTRUTORA E INCORPORADORA LTDA; IMPONENCE CONSTRUTORA E INCORPORADORA LTDA";"04.379.027/0001-98; 04.379.027/0001-98; 04.379.027/0001-98";"2259509.0900";"TP 7-2021 REFORMA DA ESCOLA MUNICIPAL RUBENS LOPES";"23/12/2021";"23/12/2021";"18/10/2022";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"22 / 2021";"22 / 2021";"CONSTRUTORA IRMÃOS GODOY LTDA; CONSTRUTORA IRMÃOS GODOY LTDA";"14.969.322/0001-58; 14.969.322/0001-58";"3800728.0829";"CP 9-2021 REMANESCENTE DE REFORMA ESCOLA MUNICIPAL DIVANETE A. B. DA SILVA";"10/12/2021";"10/12/2021";"04/12/2022";"100";"Concluída"
"INSTITUTO DE PLANEJAMENTO DE CASCAVEL - IPC";"1 / 2023";"1 / 2023";"GENESIO JOSE ROEGELIN & CIA LTDA; GENESIO JOSE ROEGELIN & CIA LTDA";"03.360.177/0001-97; 03.360.177/0001-97";"17280.0000";"Instalação de tapume, gradil e limpeza.";"25/09/2023";"25/09/2023";"24/10/2023";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"31 / 2023";"31 / 2023";"SERVICONS CONSTRUÇÕES ESPECIALIZADAS - EIRELI";"20.419.543/0001-55";"5682039.0300";"CP 19-2023 - EXECUÇÃO DO REMAN. DE CONST. DO CMEI MARIA SELESTINA GARBOÇA MECABÔ  (CMEI MARIA LUIZA)";"08/12/2023";"29/12/2023";"23/10/2024";"27.91";"Em Andamento"
"MUNICÍPIO DE CASCAVEL";"29 / 2023";"29 / 2023";"ISL IMPORTACAO E EXPORTACAO INDUSTRIA E COMERCIO LTDA";"05.592.812/0001-97";"12794554.7700";"CP 16-2023 - CONSTRUÇÃO DE USINA FOTOVOLTAICA";"17/10/2023";"01/11/2023";"28/05/2024";"78.37";"Em Andamento"
"MUNICÍPIO DE CASCAVEL";"32 / 2023";"32 / 2023";"OESTE CAPITAL CONSTRUTORA LTDA";"02.096.823/0001-98";"1965642.5300";"CP 27-2023 - REESTRUT. E RECAPE ASFÁLTICO DE VIAS URB. DA RUA SÃO PAULO E AV. BRASIL - LOTE 1";"20/12/2023";"28/12/2023";"25/04/2024";"59.24";"Em Andamento"
"MUNICÍPIO DE CASCAVEL";"4 / 2024";"4 / 2024";"PAULO ADALBERTO FUCKS DA VEIGA JUNIOR EIRELI";"16.491.457/0001-86";"1903290.0000";"CP 23-2023 - CONSTRUÇÃO DE RDA E ISNT. DE CABINE DE ENTRADA NO ATERRO SANITÁRIO MUNICIPAL";"29/02/2024";"01/04/2024";"27/10/2024";"32.59";"Em Andamento"
"MUNICÍPIO DE CASCAVEL";"1 / 2024";"1 / 2024";"F ZANCANARO  TERRAPLENAGEM LTDA";"05.461.328/0001-29";"13222006.6900";"CP 21-2023 - ABERTURA E REVITALIZAÇÃO DE VIAS NO ENTORNO DO PARQUE FLORESTA";"01/02/2024";"04/03/2024";"26/02/2025";"4.8";"Em Andamento"
"COMPANHIA MUNICIPAL DE HABITACÃO DE CASCAVEL - COHAVEL";"2 / 2024";"7 / 2024";"";"";"0";"Execução de 28 (vinte e oito) unidades habitacionais unifamiliares";"12/06/2024";"10/06/2024";"09/06/2025";"0";"Em Andamento"
"MUNICÍPIO DE CASCAVEL";"2 / 2024";"2 / 2024";"CONSTRUTORA CHINELATO LTDA";"32.058.787/0001-39";"749700.0000";"CP 29-2023 - REFORMA DA UNIDADE DA SAÚDE DA FAMÍLIA DE SÃO JOÃO";"28/02/2024";"25/03/2024";"21/08/2024";"83.32";"Em Andamento"
"AUTARQUIA MUNICIPAL DE MOBILIDADE, TRANSITO E CIDADANIA - TRANSITAR";"1 / 2024";"9 / 2024";"";"";"0";"ADEQUAÇÃO DA ACESSIBILIDADE DOS TERMINAIS DE TRANSBORDO URBANO";"24/07/2024";"08/07/2024";"07/07/2025";"0";"Em Andamento"
"ACESC - ADMINISTRADORA DE CEMITERIOS E SERVIÇOS FUNERARIOS DE CASCAVEL";"1 / 2024";"1 / 2024";"MATHEUS ENGENHARIA LTDA";"35.067.664/0001-52";"450195.9800";"REVITALIZAÇÃO DA CAPELA MORTUÁRIA DO BAIRRO SANTA CRUZ";"01/04/2024";"01/04/2024";"18/08/2024";"36.87";"Em Andamento"
"COMPANHIA MUNICIPAL DE HABITACÃO DE CASCAVEL - COHAVEL";"1 / 2024";"1 / 2024";"";"";"0";"Reforma dos sete blocos do condominio terceira idade programa Caridoso";"01/04/2024";"01/04/2024";"31/03/2025";"0";"Em Andamento"
"MUNICÍPIO DE CASCAVEL";"5 / 2024";"5 / 2024";"ALOM CONSTRUÇÕES LTDA";"12.406.332/0001-50";"19498598.9800";"CP 31-2023 - REVITALIZAÇÃO DO TERMINAL RODOVIÁRIO DE CASCAVEL";"01/03/2024";"01/04/2024";"22/09/2025";"15.13";"Em Andamento"
"COMPANHIA MUNICIPAL DE HABITACÃO DE CASCAVEL - COHAVEL";"3 / 2024";"8 / 2024";"";"";"0";"Cento e dezessete (117) unidades habitacionais unifamiliar";"12/06/2024";"12/06/2024";"11/06/2026";"0";"Em Andamento"
"INSTITUTO DE PLANEJAMENTO DE CASCAVEL - IPC";"1 / 2024";"1 / 2024";"";"";"0";"Reforma e Ampliação da Nova Sede do IPC";"03/07/2024";"15/07/2024";"12/12/2024";"0";"Em Andamento"
